evidence_id,snapshot_ref,category,query_id,turn_id,extracted_fields,summary
e016,.observability/snapshots/1778139379692-50a5fb43-ff37-4c6f-8762-9ec6c61ce7a8-state-before.json,,a88470ae-eb8f-4275-a414-81783f46558f,turn-1,messages_count;turn_count;transition,snapshot
e017,.observability/snapshots/1778139379693-2f280da1-531c-4419-9a1e-7af2cb80d46f-state-after.json,,a88470ae-eb8f-4275-a414-81783f46558f,turn-1,messages_count;turn_count;transition,snapshot
e018,.observability/snapshots/1778139379717-1d9d635c-7281-48c2-afd4-aeeeed418dca-state.snapshot.after_turn.json,state_after_turn,a88470ae-eb8f-4275-a414-81783f46558f,turn-1,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e019,.observability/snapshots/1778139379730-f571c64c-dce2-4ae2-9b2b-e4540e0a143a-state.snapshot.before_turn.json,state_before_turn,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e020,.observability/snapshots/1778139379732-920a05f4-c51c-4954-bfa1-140e6247dfe4-messages.compact_boundary.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e021,.observability/snapshots/1778139379733-9c1ec75e-4bc5-4faf-b607-83080138858e-messages.compact_boundary.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e022,.observability/snapshots/1778139379737-1771727f-c3fa-45fb-9f03-aa0988aa9cfb-messages.tool_result_budget.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e023,.observability/snapshots/1778139379737-5b982035-f499-4a42-a1dd-c72e50ea9ca0-messages.tool_result_budget.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e024,.observability/snapshots/1778139379740-93377345-3e76-4856-a2b2-76d4c1140c12-messages.history_snip.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e025,.observability/snapshots/1778139379740-f568e529-2f29-4e77-b729-0f46735078a6-messages.history_snip.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e026,.observability/snapshots/1778139379744-775e8c4a-84f6-41a0-b35d-6cf2f7d6bbe9-messages.microcompact.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e027,.observability/snapshots/1778139379745-35c4669e-7ea8-4437-94a5-be6a877eb933-messages.microcompact.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e028,.observability/snapshots/1778139379748-b755f520-355c-4f35-8cf9-b35ee634cdb0-messages.context_collapse.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e029,.observability/snapshots/1778139379748-cbee8d8c-d0f5-4fc9-839b-331ee79ecb51-messages.context_collapse.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e030,.observability/snapshots/1778139379768-86d99773-827b-4299-aa71-767b2fa381d9-messages.preprocess.completed-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e031,.observability/snapshots/1778139379769-36bc5280-5039-41ca-80ba-f16901284736-messages.preprocess.completed-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,,messages-stage snapshot with tool_result history
e032,.observability/snapshots/1778139379776-6fd5e833-fedf-4cbd-8c51-6c9913d186e8-request.json,request,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e033,.observability/snapshots/1778139407802-6c659e88-efb3-44e1-975a-cb7aa74e4d74-state.snapshot.before_turn.json,state_before_turn,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e034,.observability/snapshots/1778139407813-5fda5da9-50d2-4129-b6e4-dec72e913488-response.json,response,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e035,.observability/snapshots/1778139407846-969a3955-5018-4740-8cae-b027eb82e874-messages.compact_boundary.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e036,.observability/snapshots/1778139407846-ae2db9fc-2ebe-4565-a79f-4939af9ea6b6-messages.compact_boundary.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e037,.observability/snapshots/1778139407894-ac87a922-57e1-4a7b-a836-413298b5c67a-messages.tool_result_budget.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e038,.observability/snapshots/1778139407894-deaff2de-9d54-4451-83e0-9d604aba5bea-messages.tool_result_budget.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e039,.observability/snapshots/1778139407937-1e6365d1-23ed-4927-a971-83ba7e1165d3-state-after.json,,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,messages_count;turn_count;transition,snapshot
e040,.observability/snapshots/1778139407937-57c47897-cf7a-4204-8854-b5dcdcaec17b-state-before.json,,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,messages_count;turn_count;transition,snapshot
e041,.observability/snapshots/1778139407938-b536b376-1ee5-42de-9705-1518430a9a98-messages.history_snip.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e042,.observability/snapshots/1778139407941-c48561dd-a54d-4569-9073-1af814e0a2ab-messages.history_snip.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e043,.observability/snapshots/1778139407952-58a64892-742c-4f9d-92a4-6a034c656e5e-state.snapshot.before_turn.json,state_before_turn,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e044,.observability/snapshots/1778139407953-ae70a8fc-0411-4cc2-a7e5-bfb9375a668e-state.snapshot.after_turn.json,state_after_turn,a88470ae-eb8f-4275-a414-81783f46558f,turn-2,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e045,.observability/snapshots/1778139407953-f5a85f9a-009b-4a6c-9ad3-6465419be15b-messages.microcompact.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e046,.observability/snapshots/1778139407954-df8f572c-cb89-49b4-b73d-c42066fc4249-messages.microcompact.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e047,.observability/snapshots/1778139407958-32f0b338-e51d-47c8-a680-2d57bc72278a-messages.compact_boundary.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e048,.observability/snapshots/1778139407958-9e0b040c-2ef2-45e0-b530-672d66d73ee4-messages.compact_boundary.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e049,.observability/snapshots/1778139407964-0271f67f-6849-4814-808f-edea83ffa449-messages.context_collapse.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e050,.observability/snapshots/1778139407965-95470db0-451e-4b11-b894-2b65eb8c2394-messages.context_collapse.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e051,.observability/snapshots/1778139407972-5b8edd19-1461-4c45-9a8b-826b5f67b43e-messages.tool_result_budget.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e052,.observability/snapshots/1778139407972-7d4527a0-5936-49cc-8080-c08051bfbbc9-messages.tool_result_budget.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e053,.observability/snapshots/1778139407973-11fcbd77-e107-491a-91cc-9fe03e14fecd-state.snapshot.before_turn.json,state_before_turn,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e054,.observability/snapshots/1778139407978-54730704-9017-4b49-b28e-f842115c9dae-messages.history_snip.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e055,.observability/snapshots/1778139407978-c68c8241-920d-400e-bc4d-483b347a2517-messages.history_snip.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e056,.observability/snapshots/1778139407979-b75e8a7e-d5ca-4432-bb85-30a76dec0b03-messages.compact_boundary.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e057,.observability/snapshots/1778139407979-f161088d-9f94-4a03-ae62-cd5a80af4cab-messages.compact_boundary.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e058,.observability/snapshots/1778139407980-69c2150c-593e-4e18-b5aa-ddc3586e7bd4-messages.preprocess.completed-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e059,.observability/snapshots/1778139407980-df77e174-87b7-4d44-8478-9b8cae008f06-messages.preprocess.completed-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,,messages-stage snapshot with tool_result history
e060,.observability/snapshots/1778139407988-063699b7-0cdc-4da4-b940-55abce2657ff-messages.microcompact.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e061,.observability/snapshots/1778139407989-4557d062-4d0b-4fd4-9412-2cd34f36118d-messages.microcompact.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e062,.observability/snapshots/1778139407989-509430f7-9d44-44b0-a82c-e5483edcd8bf-messages.tool_result_budget.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e063,.observability/snapshots/1778139407989-8f629cbc-da0c-432f-9fff-ddb75de43b44-messages.tool_result_budget.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e064,.observability/snapshots/1778139407996-bd61f117-db79-43a8-abfd-b3f2b8ac7b31-request.json,request,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e065,.observability/snapshots/1778139407996-400dac78-414e-41d4-b465-20a8cccdcf93-messages.context_collapse.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e066,.observability/snapshots/1778139407997-79489684-d7f1-40de-bd19-5850da5d9006-messages.context_collapse.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e067,.observability/snapshots/1778139407997-379eab78-4186-4093-ba4f-ca9e1d436e07-messages.history_snip.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e068,.observability/snapshots/1778139407997-4cf13eea-fdc1-41ed-8c25-3f139665a62a-messages.history_snip.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e069,.observability/snapshots/1778139408005-4169e0d9-3da7-492a-822a-14c4532c4d41-messages.microcompact.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e070,.observability/snapshots/1778139408005-5ff3a1d5-eb05-4179-8803-8e4bbc18afee-messages.microcompact.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e071,.observability/snapshots/1778139408019-f387af75-7443-44a0-8126-867c6dcd8252-messages.preprocess.completed-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e072,.observability/snapshots/1778139408019-f52d2792-c5a4-4e29-ad56-b2987e93d89b-messages.preprocess.completed-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,,messages-stage snapshot with tool_result history
e073,.observability/snapshots/1778139408023-f53ec190-c2d6-4b3b-909e-6220f0d90cd4-messages.context_collapse.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e074,.observability/snapshots/1778139408024-412e4087-a651-4e9b-b845-ebe7b725fc72-messages.context_collapse.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e075,.observability/snapshots/1778139408032-5b786e88-5358-4ca1-b039-b7721d87546b-request.json,request,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e076,.observability/snapshots/1778139408034-47a11233-55b0-43bd-8ec9-c7ea1e0bbacb-messages.preprocess.completed-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e077,.observability/snapshots/1778139408035-5a4d145a-8dec-4afa-a0a4-247d9f522d47-messages.preprocess.completed-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,,messages-stage snapshot with tool_result history
e078,.observability/snapshots/1778139408047-059e3166-7272-4989-8cc2-868547e9dde3-request.json,request,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e079,.observability/snapshots/1778139421260-96ccf88e-3961-45aa-9181-4a39af5c6d01-response.json,response,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e080,.observability/snapshots/1778139424803-94e09bc0-805e-48c0-a2df-77fcaef6bacf-response.json,response,a88470ae-eb8f-4275-a414-81783f46558f,turn-3,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e081,.observability/snapshots/1778139425881-ccf29f19-b2a6-4072-a0e1-b354062dcad8-response.json,response,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e082,.observability/snapshots/1778139516728-4a5048e0-c579-474a-bf99-e0c2073da041-state-before.json,,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,messages_count;turn_count;transition,snapshot
e083,.observability/snapshots/1778139516729-8ed1fd8e-009a-4ff5-856f-70ec1a1a0378-state-after.json,,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,messages_count;turn_count;transition,snapshot
e084,.observability/snapshots/1778139516730-ebae9e47-4bbe-42ab-b654-9d1e19d64435-state-after.json,,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,messages_count;turn_count;transition,snapshot
e085,.observability/snapshots/1778139516730-f0a132b1-35f9-47e2-b9e4-75447cf9384b-state-before.json,,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,messages_count;turn_count;transition,snapshot
e086,.observability/snapshots/1778139516747-2d74d705-2aa4-4cfb-b485-10bbba3a1ffe-state.snapshot.after_turn.json,state_after_turn,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-1,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e087,.observability/snapshots/1778139516747-2b8f2dbe-5109-40a8-8488-a95877d63b28-state.snapshot.after_turn.json,state_after_turn,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-1,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e088,.observability/snapshots/1778139516754-a5111950-7688-497e-8ae4-bf888f59da66-state.snapshot.before_turn.json,state_before_turn,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e089,.observability/snapshots/1778139516755-e0b699d5-db96-46a0-abc5-b4fe92a820af-state.snapshot.before_turn.json,state_before_turn,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e090,.observability/snapshots/1778139516759-bd9a9354-5bca-43b1-b30b-9fe46e162f54-messages.compact_boundary.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e091,.observability/snapshots/1778139516760-183373d4-f716-4758-91db-88d944b2a26f-messages.compact_boundary.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e092,.observability/snapshots/1778139516761-cba61040-c121-4b7c-9a6c-26307a99d4e2-messages.compact_boundary.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e093,.observability/snapshots/1778139516761-cdcbdeeb-1803-4a1c-bd4f-402d5f829763-messages.compact_boundary.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e094,.observability/snapshots/1778139516772-9bb4d8ee-e3ad-4415-bbdb-12abae207bc8-messages.tool_result_budget.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e095,.observability/snapshots/1778139516773-4dbaf55e-cb5e-49a3-8f6c-9af7d163895a-messages.tool_result_budget.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e096,.observability/snapshots/1778139516773-28087b0e-b0d9-4bd3-8abd-a8eab3a3a9d6-messages.tool_result_budget.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e097,.observability/snapshots/1778139516773-5e507a9e-85dd-40bf-9d29-b44352e06db6-messages.tool_result_budget.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e098,.observability/snapshots/1778139516782-622015ac-7adb-431a-b9e3-62706a998dac-messages.history_snip.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e099,.observability/snapshots/1778139516783-361aaae4-2e22-4d12-bfbe-7547d0a36872-messages.history_snip.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e100,.observability/snapshots/1778139516783-89da093f-00d5-469e-9e14-5f699f76f104-messages.history_snip.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e101,.observability/snapshots/1778139516784-cd7311eb-0d7a-4f46-8ac6-13deadc1d887-messages.history_snip.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e102,.observability/snapshots/1778139516814-68f63bd6-3aa3-44f5-889c-2fafb6c77eef-messages.microcompact.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e103,.observability/snapshots/1778139516814-ad33aaa4-7e05-4066-9e2c-ed445e26edbb-messages.microcompact.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e104,.observability/snapshots/1778139516816-43e7fca2-713c-42e7-9a29-7d22bf0bcca1-messages.microcompact.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e105,.observability/snapshots/1778139516816-7565e7bb-7b32-4cb4-a7f7-61d3367f9392-messages.microcompact.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e106,.observability/snapshots/1778139516822-90fd42a7-5f4a-4d5b-8fab-c4b9c2c3e0e9-messages.context_collapse.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e107,.observability/snapshots/1778139516822-a54245aa-ce4d-4799-b00d-63d65921f824-messages.context_collapse.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e108,.observability/snapshots/1778139516823-c5734442-51df-41f8-8147-7080457d02c6-messages.context_collapse.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e109,.observability/snapshots/1778139516823-caa5d240-7dc7-44e9-93ef-c30550e975e4-messages.context_collapse.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e110,.observability/snapshots/1778139516835-1be695ac-fd59-4e97-a409-fb2061354437-messages.preprocess.completed-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e111,.observability/snapshots/1778139516836-763b8287-a4c9-45a6-abcb-ee1563edeb4e-messages.preprocess.completed-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,,messages-stage snapshot with tool_result history
e112,.observability/snapshots/1778139516837-48cf800a-5421-45fc-9868-88384282156a-messages.preprocess.completed-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e113,.observability/snapshots/1778139516837-dbee9adc-7c58-4002-b36e-d6561a0d588e-messages.preprocess.completed-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-2,,messages-stage snapshot with tool_result history
e114,.observability/snapshots/1778139516847-f4e0c85a-f05a-49cd-bad5-b2b74a3c0cde-request.json,request,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-2,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
